CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,,,,,
no_checking,36,prior_payments_delayed,other,6595,500_to_1000,4_to_7,3,male,none,3,savings_insurance,38,none,own,1,skilled,1,none,yes,,,,,
no_checking,25,prior_payments_delayed,radio_tv,1613,greater_1000,1_to_4,2,male,none,4,savings_insurance,23,none,own,1,skilled,2,none,yes,,,,,
less_0,11,prior_payments_delayed,furniture,250,500_to_1000,4_to_7,3,male,none,3,savings_insurance,34,none,own,2,skilled,1,none,yes,,,,,
less_0,25,credits_paid_to_date,retraining,4448,500_to_1000,4_to_7,4,male,none,3,car_other,39,none,own,2,skilled,1,none,no,,,,,
0_to_200,27,credits_paid_to_date,car_used,1918,100_to_500,4_to_7,3,female,none,3,real_estate,20,stores,rent,1,skilled,1,none,yes,,,,,
no_checking,27,prior_payments_delayed,appliances,5206,100_to_500,4_to_7,4,male,none,5,savings_insurance,38,none,own,1,skilled,1,none,yes,,,,,
no_checking,23,prior_payments_delayed,car_used,2750,unknown,greater_7,4,female,guarantor,3,real_estate,44,none,free,1,skilled,1,yes,yes,,,,,
no_checking,21,outstanding_credit,furniture,2960,500_to_1000,1_to_4,2,male,none,4,unknown,27,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,19,credits_paid_to_date,repairs,1993,less_100,1_to_4,2,male,none,2,savings_insurance,31,none,own,1,skilled,1,yes,yes,,,,,
no_checking,17,credits_paid_to_date,radio_tv,2420,greater_1000,1_to_4,2,male,none,4,savings_insurance,34,none,own,2,skilled,2,none,yes,,,,,
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,,,,,
less_0,4,credits_paid_to_date,car_new,695,100_to_500,4_to_7,3,male,none,2,car_other,29,none,rent,1,skilled,1,none,yes,,,,,
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,,,,,
no_checking,37,outstanding_credit,radio_tv,8258,greater_1000,greater_7,5,male,co-applicant,5,unknown,50,none,free,2,skilled,2,yes,yes,,,,,
no_checking,28,outstanding_credit,appliances,5477,500_to_1000,greater_7,5,male,co-applicant,5,unknown,61,none,free,2,skilled,2,yes,yes,,,,,
greater_200,20,credits_paid_to_date,repairs,5238,greater_1000,4_to_7,4,male,none,3,car_other,50,none,own,2,skilled,1,yes,yes,,,,,
no_checking,37,credits_paid_to_date,education,5120,500_to_1000,1_to_4,3,male,none,3,savings_insurance,34,none,own,1,skilled,2,none,yes,,,,,
0_to_200,4,credits_paid_to_date,car_used,1052,500_to_1000,1_to_4,3,male,co-applicant,3,savings_insurance,42,none,free,1,skilled,1,yes,yes,,,,,
no_checking,33,prior_payments_delayed,business,5204,500_to_1000,1_to_4,3,female,none,3,savings_insurance,53,none,own,1,skilled,1,none,yes,,,,,
no_checking,30,prior_payments_delayed,business,3851,100_to_500,1_to_4,4,male,none,4,car_other,23,stores,own,1,unskilled,1,none,yes,,,,,
0_to_200,13,credits_paid_to_date,car_used,3315,less_100,less_1,3,female,none,3,real_estate,29,none,own,2,skilled,1,yes,yes,,,,,
no_checking,31,prior_payments_delayed,radio_tv,6423,greater_1000,4_to_7,3,female,none,4,car_other,41,none,own,2,skilled,1,yes,yes,,,,,
no_checking,22,credits_paid_to_date,radio_tv,1131,100_to_500,1_to_4,2,male,none,3,car_other,31,none,own,1,skilled,1,yes,yes,,,,,
greater_200,13,credits_paid_to_date,car_used,3689,500_to_1000,less_1,2,female,co-applicant,3,car_other,43,none,free,1,skilled,1,yes,yes,,,,,
no_checking,19,credits_paid_to_date,car_new,1005,500_to_1000,1_to_4,2,female,none,3,real_estate,33,bank,own,1,unskilled,1,yes,yes,,,,,
no_checking,28,prior_payments_delayed,radio_tv,6858,100_to_500,1_to_4,4,male,none,3,unknown,40,stores,rent,1,unskilled,1,none,yes,,,,,
less_0,13,credits_paid_to_date,furniture,1276,500_to_1000,1_to_4,3,male,none,1,real_estate,23,none,own,1,skilled,1,none,yes,,,,,
0_to_200,4,no_credits,car_new,4981,less_100,less_1,3,female,none,2,car_other,22,none,own,1,management_self-employed,1,none,yes,,,,,
less_0,25,credits_paid_to_date,furniture,1857,less_100,1_to_4,3,male,none,3,car_other,35,stores,own,2,unskilled,1,yes,yes,,,,,
less_0,13,prior_payments_delayed,car_new,2651,less_100,1_to_4,3,male,none,3,savings_insurance,25,none,own,2,management_self-employed,2,none,yes,,,,,
no_checking,31,prior_payments_delayed,vacation,6117,100_to_500,less_1,4,male,none,3,savings_insurance,35,none,own,2,management_self-employed,1,none,yes,,,,,
no_checking,34,prior_payments_delayed,appliances,5422,500_to_1000,4_to_7,5,female,none,4,unknown,34,none,own,2,skilled,2,yes,yes,,,,,
0_to_200,8,all_credits_paid_back,furniture,2141,less_100,less_1,2,female,none,1,car_other,22,none,rent,1,skilled,1,none,yes,,,,,
no_checking,31,prior_payments_delayed,appliances,5060,100_to_500,4_to_7,3,male,none,3,unknown,50,none,own,2,management_self-employed,1,yes,yes,,,,,
no_checking,31,outstanding_credit,repairs,4427,greater_1000,greater_7,4,male,co-applicant,5,unknown,49,none,free,2,skilled,2,yes,yes,,,,,
greater_200,35,prior_payments_delayed,car_used,4119,100_to_500,greater_7,4,female,none,4,car_other,46,stores,own,2,unskilled,1,yes,yes,,,,,
less_0,20,prior_payments_delayed,radio_tv,2693,less_100,1_to_4,2,male,none,3,savings_insurance,24,bank,rent,1,unskilled,1,none,yes,,,,,
no_checking,39,outstanding_credit,radio_tv,9771,greater_1000,greater_7,5,female,co-applicant,4,unknown,56,none,free,3,skilled,2,yes,yes,,,,,
greater_200,22,outstanding_credit,car_used,6289,500_to_1000,4_to_7,3,male,none,3,car_other,40,none,own,3,skilled,1,yes,yes,,,,,
less_0,9,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,co-applicant,3,real_estate,22,stores,own,1,unskilled,1,none,yes,,,,,
no_checking,20,outstanding_credit,car_used,1753,500_to_1000,1_to_4,2,male,none,4,real_estate,37,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,15,credits_paid_to_date,furniture,1347,less_100,4_to_7,2,male,none,2,real_estate,34,bank,rent,1,unemployed,1,none,yes,,,,,
less_0,7,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,real_estate,22,stores,rent,1,unskilled,1,none,yes,,,,,
0_to_200,35,prior_payments_delayed,furniture,5011,100_to_500,4_to_7,4,male,none,3,unknown,37,none,own,2,skilled,1,none,yes,,,,,
0_to_200,14,credits_paid_to_date,car_new,4879,less_100,less_1,2,male,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,,,,,
less_0,22,credits_paid_to_date,appliances,2448,less_100,4_to_7,3,female,none,3,savings_insurance,36,none,own,1,skilled,1,none,yes,,,,,
less_0,8,prior_payments_delayed,car_used,840,less_100,1_to_4,2,female,none,1,car_other,30,none,rent,1,skilled,1,none,yes,,,,,
0_to_200,23,prior_payments_delayed,radio_tv,1060,100_to_500,4_to_7,2,male,none,2,car_other,44,none,free,1,skilled,1,yes,yes,,,,,
no_checking,26,prior_payments_delayed,furniture,6122,100_to_500,greater_7,3,male,co-applicant,2,unknown,50,none,free,2,skilled,1,yes,yes,,,,,
no_checking,42,outstanding_credit,repairs,6617,greater_1000,greater_7,5,male,co-applicant,5,unknown,60,none,free,3,skilled,2,yes,yes,,,,,
no_checking,33,outstanding_credit,vacation,7786,500_to_1000,greater_7,5,male,co-applicant,5,unknown,47,none,free,2,management_self-employed,2,yes,yes,,,,,
less_0,27,credits_paid_to_date,car_used,1656,less_100,1_to_4,3,male,none,2,savings_insurance,30,none,own,1,skilled,1,yes,yes,,,,,
greater_200,36,credits_paid_to_date,radio_tv,4473,less_100,greater_7,4,male,none,2,car_other,31,none,own,1,skilled,1,none,yes,,,,,
0_to_200,6,credits_paid_to_date,radio_tv,1068,less_100,greater_7,4,male,none,4,car_other,28,none,own,1,skilled,2,none,yes,,,,,
less_0,24,outstanding_credit,car_used,6615,less_100,unemployed,2,male,none,4,unknown,75,none,free,2,management_self-employed,1,yes,yes,,,,,
0_to_200,13,credits_paid_to_date,radio_tv,2101,less_100,less_1,2,female,guarantor,4,savings_insurance,23,none,own,1,unskilled,1,none,yes,,,,,
less_0,24,credits_paid_to_date,furniture,4169,less_100,1_to_4,4,male,none,4,savings_insurance,28,none,own,1,skilled,1,none,yes,,,,,
0_to_200,10,credits_paid_to_date,furniture,1521,less_100,1_to_4,4,male,none,2,car_other,31,none,own,1,unskilled,1,none,yes,,,,,
0_to_200,24,outstanding_credit,education,5743,less_100,less_1,2,female,none,4,unknown,24,none,free,2,skilled,1,yes,yes,,,,,
less_0,21,credits_paid_to_date,furniture,3599,less_100,4_to_7,1,female,none,4,car_other,26,none,rent,1,unskilled,1,none,yes,,,,,
less_0,6,outstanding_credit,radio_tv,1169,unknown,greater_7,4,male,none,4,real_estate,67,none,own,2,skilled,1,yes,yes,,,,,
no_checking,12,outstanding_credit,education,2096,less_100,4_to_7,2,male,none,3,real_estate,49,none,own,1,unskilled,2,none,yes,,,,,
less_0,42,credits_paid_to_date,furniture,7882,less_100,4_to_7,2,male,guarantor,4,savings_insurance,45,none,free,1,skilled,2,none,yes,,,,,
no_checking,36,credits_paid_to_date,education,9055,unknown,1_to_4,2,male,none,4,unknown,35,none,free,1,unskilled,2,yes,yes,,,,,
no_checking,24,credits_paid_to_date,furniture,2835,500_to_1000,greater_7,3,male,none,4,savings_insurance,53,none,own,1,skilled,1,none,yes,,,,,
0_to_200,36,credits_paid_to_date,car_used,6948,less_100,1_to_4,2,male,none,2,car_other,35,none,rent,1,management_self-employed,1,yes,yes,,,,,
no_checking,12,credits_paid_to_date,radio_tv,3059,greater_1000,4_to_7,2,male,none,4,real_estate,61,none,own,1,unskilled,1,none,yes,,,,,
0_to_200,12,credits_paid_to_date,radio_tv,1567,less_100,1_to_4,1,female,none,1,car_other,22,none,own,1,skilled,1,yes,yes,,,,,
less_0,15,credits_paid_to_date,car_new,1403,less_100,1_to_4,2,female,none,4,car_other,28,none,rent,1,skilled,1,none,yes,,,,,
no_checking,24,outstanding_credit,radio_tv,2424,unknown,greater_7,4,male,none,4,savings_insurance,53,none,own,2,skilled,1,none,yes,,,,,
less_0,30,no_credits,business,8072,unknown,less_1,2,male,none,3,car_other,25,bank,own,3,skilled,1,none,yes,,,,,
no_checking,24,credits_paid_to_date,radio_tv,3430,500_to_1000,greater_7,3,male,none,2,car_other,31,none,own,1,skilled,2,yes,yes,,,,,
no_checking,8,credits_paid_to_date,car_used,4237,500_to_1000,4_to_7,4,male,none,4,car_other,27,none,own,1,management_self-employed,1,yes,yes,,,,,
less_0,5,prior_payments_delayed,car_new,250,less_100,4_to_7,1,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,,,,,
no_checking,32,prior_payments_delayed,business,6966,100_to_500,greater_7,4,female,none,2,car_other,43,none,free,3,skilled,1,none,yes,,,,,
greater_200,4,all_credits_paid_back,education,250,500_to_1000,1_to_4,1,female,none,2,real_estate,28,none,rent,1,management_self-employed,1,none,yes,,,,,
0_to_200,16,credits_paid_to_date,furniture,250,500_to_1000,4_to_7,3,male,none,3,savings_insurance,44,none,own,2,skilled,2,none,yes,,,,,
no_checking,28,outstanding_credit,furniture,9054,500_to_1000,greater_7,4,male,guarantor,4,car_other,57,none,own,2,skilled,1,yes,yes,,,,,
no_checking,19,credits_paid_to_date,furniture,1166,greater_1000,4_to_7,2,male,none,3,real_estate,33,stores,own,1,unskilled,1,yes,yes,,,,,
no_checking,9,outstanding_credit,car_new,2134,less_100,1_to_4,4,male,none,4,car_other,48,none,own,3,skilled,1,yes,yes,,,,,
less_0,6,credits_paid_to_date,radio_tv,2647,500_to_1000,1_to_4,2,male,none,3,real_estate,44,none,rent,1,skilled,2,none,yes,,,,,
less_0,10,outstanding_credit,car_new,2241,less_100,less_1,1,male,none,3,real_estate,48,none,rent,2,unskilled,2,none,no,,,,,
0_to_200,12,outstanding_credit,car_used,1804,100_to_500,less_1,3,male,none,4,savings_insurance,44,none,own,1,skilled,1,none,yes,,,,,
no_checking,10,outstanding_credit,furniture,2069,unknown,1_to_4,2,male,none,1,car_other,26,none,own,2,skilled,1,none,no,,,,,
less_0,6,credits_paid_to_date,furniture,1374,less_100,1_to_4,1,male,none,2,real_estate,36,bank,own,1,unskilled,1,yes,yes,,,,,
no_checking,6,no_credits,radio_tv,426,less_100,greater_7,4,male,none,4,car_other,39,none,own,1,unskilled,1,none,yes,,,,,
greater_200,12,all_credits_paid_back,radio_tv,409,greater_1000,1_to_4,3,female,none,3,real_estate,42,none,rent,2,skilled,1,none,yes,,,,,
0_to_200,7,credits_paid_to_date,radio_tv,2415,less_100,1_to_4,3,male,guarantor,2,real_estate,34,none,own,1,skilled,1,none,yes,,,,,
0_to_200,15,all_credits_paid_back,car_new,2697,less_100,1_to_4,3,male,none,2,car_other,51,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,19,credits_paid_to_date,repairs,1531,100_to_500,4_to_7,3,male,none,3,real_estate,32,stores,own,2,unskilled,1,yes,yes,,,,,
no_checking,24,prior_payments_delayed,car_used,6100,500_to_1000,1_to_4,3,male,none,2,car_other,42,none,own,2,skilled,1,none,yes,,,,,
no_checking,44,prior_payments_delayed,retraining,3395,500_to_1000,4_to_7,4,male,none,2,savings_insurance,33,none,own,1,skilled,1,none,yes,,,,,
no_checking,40,prior_payments_delayed,furniture,11347,unknown,4_to_7,4,male,co-applicant,3,car_other,28,none,free,3,skilled,2,yes,yes,,,,,
no_checking,30,outstanding_credit,repairs,8382,500_to_1000,greater_7,5,male,co-applicant,4,car_other,49,none,free,2,management_self-employed,2,yes,yes,,,,,
less_0,4,all_credits_paid_back,car_used,250,less_100,1_to_4,1,female,none,1,real_estate,23,stores,own,1,skilled,1,none,yes,,,,,
no_checking,29,outstanding_credit,appliances,6238,500_to_1000,4_to_7,3,male,none,3,car_other,41,none,own,1,skilled,1,none,yes,,,,,
0_to_200,22,credits_paid_to_date,car_new,6544,less_100,1_to_4,4,male,none,3,savings_insurance,32,none,own,2,skilled,1,none,yes,,,,,
no_checking,38,prior_payments_delayed,repairs,3066,500_to_1000,greater_7,4,female,none,4,savings_insurance,44,none,free,2,skilled,1,yes,yes,,,,,
0_to_200,18,credits_paid_to_date,business,1913,greater_1000,less_1,3,male,none,3,real_estate,36,bank,own,1,skilled,1,yes,yes,,,,,
less_0,24,credits_paid_to_date,furniture,4020,less_100,1_to_4,2,male,none,2,car_other,27,stores,own,1,skilled,1,none,yes,,,,,
0_to_200,18,credits_paid_to_date,car_new,5866,100_to_500,1_to_4,2,male,none,2,car_other,30,none,own,2,skilled,1,yes,yes,,,,,
no_checking,12,outstanding_credit,business,1264,unknown,greater_7,4,male,none,4,unknown,57,none,rent,1,unskilled,1,none,yes,,,,,
greater_200,12,credits_paid_to_date,furniture,1474,less_100,less_1,4,female,none,1,savings_insurance,33,bank,own,1,management_self-employed,1,yes,yes,,,,,
no_checking,48,outstanding_credit,education,6110,less_100,1_to_4,1,male,none,3,unknown,31,bank,free,1,skilled,1,yes,yes,,,,,
greater_200,10,credits_paid_to_date,appliances,1225,less_100,1_to_4,2,male,none,2,car_other,37,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,9,credits_paid_to_date,radio_tv,458,less_100,1_to_4,4,male,none,3,real_estate,24,none,own,1,skilled,1,none,yes,,,,,
no_checking,30,credits_paid_to_date,radio_tv,2333,500_to_1000,greater_7,4,male,none,2,car_other,30,bank,own,1,management_self-employed,1,none,yes,,,,,
0_to_200,12,credits_paid_to_date,radio_tv,1158,500_to_1000,1_to_4,3,male,none,1,car_other,26,none,own,1,skilled,1,yes,yes,,,,,
0_to_200,18,prior_payments_delayed,repairs,6204,less_100,1_to_4,2,male,none,4,real_estate,44,none,own,1,unskilled,2,yes,yes,,,,,
no_checking,24,credits_paid_to_date,car_new,949,100_to_500,unemployed,3,male,none,3,real_estate,33,none,rent,1,skilled,1,none,yes,,,,,
less_0,8,prior_payments_delayed,furniture,2842,less_100,1_to_4,3,female,none,2,real_estate,35,none,own,1,skilled,1,none,yes,,,,,
0_to_200,5,prior_payments_delayed,education,250,less_100,less_1,1,female,none,2,car_other,41,stores,rent,1,skilled,1,none,yes,,,,,
0_to_200,13,all_credits_paid_back,furniture,3638,less_100,1_to_4,2,female,none,3,savings_insurance,26,none,own,1,skilled,1,none,yes,,,,,
0_to_200,4,all_credits_paid_back,education,250,less_100,less_1,2,male,none,2,real_estate,19,stores,rent,1,unskilled,1,none,yes,,,,,
no_checking,43,outstanding_credit,education,6878,unknown,greater_7,4,male,co-applicant,4,unknown,60,none,free,3,skilled,2,yes,yes,,,,,
no_checking,40,prior_payments_delayed,appliances,7301,greater_1000,greater_7,5,male,co-applicant,4,savings_insurance,48,none,free,3,skilled,2,yes,yes,,,,,
less_0,13,no_credits,car_new,250,less_100,1_to_4,2,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,,,,,
less_0,30,outstanding_credit,car_used,6187,100_to_500,4_to_7,1,male,none,4,car_other,24,none,rent,2,skilled,1,none,yes,,,,,
no_checking,11,outstanding_credit,car_new,1393,less_100,less_1,4,female,none,4,car_other,35,none,own,2,management_self-employed,1,none,yes,,,,,
no_checking,36,credits_paid_to_date,radio_tv,2299,500_to_1000,greater_7,4,male,none,4,car_other,39,none,own,1,skilled,1,none,yes,,,,,
less_0,6,credits_paid_to_date,car_used,1352,500_to_1000,unemployed,1,female,none,2,savings_insurance,23,none,rent,1,unemployed,1,yes,yes,,,,,
no_checking,11,outstanding_credit,car_new,7228,less_100,1_to_4,1,male,none,4,savings_insurance,39,none,own,2,unskilled,1,none,yes,,,,,
no_checking,12,credits_paid_to_date,radio_tv,2073,100_to_500,1_to_4,4,female,co-applicant,2,real_estate,28,none,own,1,skilled,1,none,yes,,,,,
0_to_200,24,prior_payments_delayed,furniture,2333,unknown,less_1,4,male,none,2,savings_insurance,29,bank,own,1,unskilled,1,none,yes,,,,,
0_to_200,27,prior_payments_delayed,car_used,5965,less_100,greater_7,1,male,none,2,car_other,30,none,own,2,management_self-employed,1,yes,yes,,,,,
no_checking,12,credits_paid_to_date,radio_tv,1262,less_100,1_to_4,3,male,none,2,car_other,25,none,own,1,skilled,1,none,yes,,,,,
no_checking,18,credits_paid_to_date,car_used,3378,unknown,1_to_4,2,male,none,1,savings_insurance,31,none,own,1,skilled,1,yes,yes,,,,,
no_checking,6,all_credits_paid_back,car_new,783,unknown,1_to_4,1,male,guarantor,2,real_estate,26,stores,own,1,unskilled,2,none,yes,,,,,
no_checking,36,outstanding_credit,radio_tv,9566,less_100,1_to_4,2,female,none,2,car_other,31,stores,own,2,skilled,1,none,yes,,,,,
greater_200,18,credits_paid_to_date,car_new,1961,less_100,greater_7,3,female,none,2,car_other,23,none,own,1,management_self-employed,1,none,yes,,,,,
0_to_200,9,credits_paid_to_date,business,1391,less_100,1_to_4,2,male,none,1,real_estate,27,bank,own,1,skilled,1,yes,yes,,,,,
0_to_200,15,outstanding_credit,radio_tv,1537,unknown,greater_7,4,male,guarantor,4,real_estate,50,none,own,2,skilled,1,yes,yes,,,,,
no_checking,24,credits_paid_to_date,radio_tv,3181,less_100,less_1,4,female,none,4,savings_insurance,26,none,own,1,skilled,1,yes,yes,,,,,
no_checking,27,credits_paid_to_date,repairs,5190,unknown,greater_7,4,male,none,4,savings_insurance,48,none,own,4,skilled,2,yes,yes,,,,,
no_checking,18,prior_payments_delayed,furniture,6246,500_to_1000,4_to_7,4,male,none,3,savings_insurance,41,none,free,2,management_self-employed,2,yes,yes,,,,,
no_checking,12,credits_paid_to_date,radio_tv,2171,less_100,less_1,2,female,none,2,car_other,29,bank,own,1,skilled,1,none,yes,,,,,
0_to_200,12,credits_paid_to_date,car_new,1007,greater_1000,1_to_4,4,male,none,1,real_estate,22,none,own,1,skilled,1,none,yes,,,,,
no_checking,36,credits_paid_to_date,radio_tv,2394,unknown,1_to_4,4,female,none,4,car_other,25,none,own,1,skilled,1,none,yes,,,,,
no_checking,36,credits_paid_to_date,car_used,8133,less_100,1_to_4,1,female,none,2,savings_insurance,30,bank,own,1,skilled,1,none,yes,,,,,
no_checking,7,outstanding_credit,radio_tv,730,unknown,greater_7,4,male,none,2,savings_insurance,46,none,rent,2,unskilled,1,yes,yes,,,,,
less_0,8,outstanding_credit,other,1164,less_100,greater_7,3,male,none,4,unknown,51,bank,free,2,management_self-employed,2,yes,yes,,,,,
0_to_200,42,outstanding_credit,business,5954,less_100,4_to_7,2,female,none,1,real_estate,41,bank,own,2,unskilled,1,none,yes,,,,,
less_0,12,outstanding_credit,car_used,1526,less_100,greater_7,4,male,none,4,unknown,66,none,free,2,management_self-employed,1,none,yes,,,,,
0_to_200,11,prior_payments_delayed,radio_tv,4771,less_100,4_to_7,2,male,none,4,savings_insurance,51,none,own,1,skilled,1,none,yes,,,,,
no_checking,54,no_credits,car_used,9436,unknown,1_to_4,2,male,none,2,savings_insurance,39,none,own,1,unskilled,2,none,yes,,,,,
0_to_200,30,credits_paid_to_date,furniture,3832,less_100,less_1,2,male,none,1,savings_insurance,22,none,own,1,skilled,1,none,yes,,,,,
no_checking,15,credits_paid_to_date,radio_tv,1213,500_to_1000,greater_7,4,male,none,3,savings_insurance,47,stores,own,1,skilled,1,yes,yes,,,,,
greater_200,36,outstanding_credit,repairs,5237,500_to_1000,greater_7,4,male,none,4,car_other,49,none,own,2,skilled,1,none,yes,,,,,
no_checking,18,prior_payments_delayed,radio_tv,4010,unknown,4_to_7,3,male,none,3,unknown,34,stores,rent,1,unskilled,1,yes,yes,,,,,
no_checking,30,prior_payments_delayed,radio_tv,4615,greater_1000,4_to_7,4,female,none,5,unknown,39,stores,own,2,unskilled,2,yes,yes,,,,,
less_0,25,prior_payments_delayed,radio_tv,3358,100_to_500,4_to_7,2,female,none,2,savings_insurance,23,bank,own,1,unskilled,2,yes,yes,,,,,
no_checking,24,prior_payments_delayed,radio_tv,6596,100_to_500,less_1,4,male,none,4,savings_insurance,35,none,own,1,management_self-employed,1,yes,yes,,,,,
0_to_200,21,outstanding_credit,car_used,775,100_to_500,less_1,3,female,none,3,real_estate,31,none,own,1,skilled,1,none,yes,,,,,
less_0,8,prior_payments_delayed,car_used,1714,500_to_1000,4_to_7,3,female,none,2,real_estate,41,none,own,2,skilled,1,yes,yes,,,,,
no_checking,18,credits_paid_to_date,business,1568,100_to_500,1_to_4,3,female,none,4,savings_insurance,24,none,rent,1,unskilled,1,none,yes,,,,,
less_0,24,credits_paid_to_date,other,1755,less_100,greater_7,4,female,guarantor,4,real_estate,58,none,own,1,unskilled,1,yes,yes,,,,,
less_0,10,credits_paid_to_date,radio_tv,2315,less_100,greater_7,3,male,none,4,real_estate,52,none,own,1,unskilled,1,none,yes,,,,,
no_checking,12,outstanding_credit,business,1412,less_100,1_to_4,4,female,guarantor,2,real_estate,29,none,own,2,management_self-employed,1,yes,yes,,,,,
0_to_200,18,outstanding_credit,furniture,1295,less_100,less_1,4,female,none,1,savings_insurance,27,none,own,2,skilled,1,none,yes,,,,,
less_0,18,credits_paid_to_date,car_new,2249,100_to_500,4_to_7,4,male,none,3,car_other,30,none,own,1,management_self-employed,2,yes,yes,,,,,
no_checking,12,outstanding_credit,radio_tv,618,less_100,greater_7,4,male,none,4,real_estate,56,none,own,1,skilled,1,none,yes,,,,,
less_0,12,outstanding_credit,car_used,1409,less_100,greater_7,4,male,none,3,real_estate,54,none,own,1,skilled,1,none,yes,,,,,
greater_200,24,outstanding_credit,furniture,3617,unknown,greater_7,4,male,co-applicant,4,unknown,20,none,rent,2,skilled,1,none,yes,,,,,
0_to_200,12,credits_paid_to_date,car_new,1318,greater_1000,greater_7,4,male,none,4,real_estate,54,none,own,1,skilled,1,yes,yes,,,,,
no_checking,12,outstanding_credit,education,2012,unknown,4_to_7,4,female,none,2,car_other,61,none,own,1,skilled,1,none,yes,,,,,
0_to_200,18,credits_paid_to_date,business,2622,100_to_500,1_to_4,4,male,none,4,car_other,34,none,own,1,skilled,1,none,yes,,,,,
0_to_200,36,outstanding_credit,radio_tv,2337,less_100,greater_7,4,male,none,4,real_estate,36,none,own,1,skilled,1,none,yes,,,,,
0_to_200,20,prior_payments_delayed,car_used,7057,unknown,4_to_7,3,male,none,4,savings_insurance,36,bank,rent,2,management_self-employed,2,yes,yes,,,,,
no_checking,26,outstanding_credit,radio_tv,9152,500_to_1000,greater_7,5,male,co-applicant,3,car_other,48,none,free,2,skilled,2,yes,yes,,,,,
0_to_200,10,prior_payments_delayed,repairs,1249,100_to_500,4_to_7,3,female,co-applicant,1,savings_insurance,35,stores,own,1,skilled,1,yes,yes,,,,,
no_checking,23,outstanding_credit,car_used,3000,greater_1000,4_to_7,3,female,guarantor,5,unknown,61,none,own,1,skilled,1,yes,no,,,,,
no_checking,28,prior_payments_delayed,business,2387,100_to_500,4_to_7,4,male,none,4,real_estate,22,none,free,1,skilled,1,none,yes,,,,,
less_0,4,all_credits_paid_back,car_new,2969,less_100,less_1,2,male,none,1,real_estate,26,none,own,1,management_self-employed,1,none,yes,,,,,
no_checking,24,credits_paid_to_date,car_new,1469,100_to_500,greater_7,4,male,none,4,real_estate,41,none,rent,1,unskilled,1,none,yes,,,,,
0_to_200,36,credits_paid_to_date,radio_tv,2323,less_100,4_to_7,4,male,none,4,car_other,24,none,rent,1,skilled,1,none,yes,,,,,
no_checking,6,prior_payments_delayed,radio_tv,932,less_100,1_to_4,3,female,none,2,real_estate,24,none,own,1,skilled,1,none,yes,,,,,
0_to_200,9,outstanding_credit,furniture,1919,less_100,4_to_7,4,male,none,3,car_other,35,none,rent,1,skilled,1,yes,yes,,,,,
no_checking,12,credits_paid_to_date,car_used,2445,unknown,less_1,2,male,none,4,car_other,26,none,rent,1,skilled,1,yes,yes,,,,,
0_to_200,12,credits_paid_to_date,car_new,6078,less_100,4_to_7,2,male,none,2,car_other,32,none,own,1,skilled,1,none,yes,,,,,
less_0,24,credits_paid_to_date,furniture,7721,unknown,less_1,1,female,none,2,savings_insurance,30,none,own,1,skilled,1,yes,no,,,,,
0_to_200,14,credits_paid_to_date,business,1410,500_to_1000,greater_7,1,male,none,2,real_estate,35,none,own,1,skilled,1,yes,yes,,,,,
no_checking,22,credits_paid_to_date,furniture,4519,100_to_500,greater_7,3,female,none,2,savings_insurance,41,none,own,1,skilled,1,none,yes,,,,,
0_to_200,33,outstanding_credit,appliances,4666,unknown,1_to_4,3,male,none,3,unknown,36,stores,own,2,skilled,1,none,yes,,,,,
less_0,15,credits_paid_to_date,car_new,2326,500_to_1000,less_1,2,male,none,3,car_other,28,stores,rent,1,unskilled,1,yes,yes,,,,,
0_to_200,26,all_credits_paid_back,repairs,2727,500_to_1000,1_to_4,2,female,none,2,savings_insurance,27,stores,rent,2,unskilled,1,none,yes,,,,,
0_to_200,4,credits_paid_to_date,car_new,250,less_100,4_to_7,1,male,none,1,savings_insurance,33,none,own,1,skilled,1,none,yes,,,,,
no_checking,18,credits_paid_to_date,radio_tv,5093,500_to_1000,1_to_4,3,male,none,4,car_other,48,stores,own,2,unskilled,1,none,yes,,,,,
no_checking,45,prior_payments_delayed,other,6580,500_to_1000,4_to_7,4,male,none,4,car_other,32,none,own,1,skilled,1,yes,yes,,,,,
no_checking,37,outstanding_credit,appliances,6386,greater_1000,greater_7,5,male,co-applicant,3,unknown,45,none,free,3,skilled,2,yes,yes,,,,,
